"id","title","author_full","publisher_name","publisher_code","isbn13","page_count","weight","size","publication_date","category_major","category_field","category_subfield","price_original","price_sale","currency","availability","item_condition","rating_value","rating_scale","rating_normalized","review_count"
"117488386","한국 고전시가의 난제와 대안","손종흠 저","소명출판",NA,"9791159057311","781",NA,"152*223*40mm","2023년 01월 30일","어문학계열","어문학계열","국문학",65000,61750,"KRW","OutOfStock","Used",0,10,0,NA
"117505","장편 서사가사의 연구","유해춘","국학자료원",NA,NA,"298",NA,"148*210*20mm","1995년 11월 30일","어문학계열","어문학계열","국문학",8000,7600,"KRW","OutOfStock","Used",0,10,0,NA
"117532","석주 권필문학의 연구","문범두","국학자료원",NA,NA,"330",NA,"148*210*30mm","1996년 04월 30일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",8,10,0,NA
"117539","명은 김수민 문학연구","신장섭","국학자료원",NA,NA,"330",NA,"148*210*30mm","1996년 01월 31일","어문학계열","어문학계열","국문학",9000,8550,"KRW","OutOfStock","Used",0,10,0,NA
"117544","한국 다시 작가론","천병식","898206012X",NA,NA,"280",NA,"148*210*20mm","1996년 01월 31일","어문학계열","어문학계열","국문학",10000,9500,"KRW","OutOfStock","Used",0,10,0,NA
"117553","몽유록소설의 서술유형 연구","양언석","국학자료원",NA,NA,"324",NA,"148*210*30mm","1996년 04월 30일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",0,10,0,NA
"117556","한국여성가사연구","서영숙 저","국학자료원",NA,NA,"412",NA,"148*210*30mm","1996년 06월 30일","어문학계열","어문학계열","국문학",13000,12350,"KRW","OutOfStock","Used",0,10,0,NA
"117560","주해 청구야담 1","최웅 역","국학자료원",NA,NA,"600",NA,NA,"1996년 08월 31일","어문학계열","어문학계열","국문학",40000,40000,"KRW","InStock","Used",0,10,0,NA
"117562","주해 청구야담 2","최웅 역","국학자료원",NA,NA,"612",NA,NA,"1996년 08월 31일","어문학계열","어문학계열","국문학",40000,40000,"KRW","InStock","Used",0,10,0,NA
"117563","주해 청구야담 3","최웅 역","국학자료원",NA,NA,"522",NA,NA,"1996년 08월 31일","어문학계열","어문학계열","국문학",40000,40000,"KRW","InStock","Used",0,10,0,NA
"117575","한국 기행문학 작품연구","최강현","898206060X",NA,NA,"830",NA,"148*210*40mm","1996년 10월 31일","어문학계열","어문학계열","국문학",30000,28500,"KRW","OutOfStock","Used",0,10,0,NA
"117579","기행가사 자료선집 1","최강현","국학자료원",NA,NA,"576",NA,"160*230*35mm","1996년 10월 31일","어문학계열","어문학계열","국문학",17000,16150,"KRW","OutOfStock","Used",0,10,0,NA
"117611","금강산 문학 자료선집","노규호","국학자료원",NA,NA,"412",NA,"148*210*30mm","1996년 10월 31일","어문학계열","어문학계열","국문학",12000,12000,"KRW","OutOfStock","Used",0,10,0,NA
"117619","백제문학사론","황영선","국학자료원",NA,NA,"216",NA,"148*210*20mm","1997년 09월 30일","어문학계열","어문학계열","국문학",10000,9500,"KRW","OutOfStock","Used",0,10,0,NA
"117623","역주고전소설태평광기작품선","윤하병 역","국학자료원",NA,NA,"478",NA,"148*210*30mm","1996년 11월 30일","어문학계열","어문학계열","국문학",17000,17000,"KRW","OutOfStock","Used",0,10,0,NA
"117628205","자연계 글쓰기","서강대학교 글쓰기 교재 편찬위원회 편","서강대학교출판부",NA,NA,"206",NA,"188*257*11mm","2023년 02월 27일","어문학계열","어문학계열","국문학",17000,17000,"KRW","OutOfStock","Used",0,10,0,NA
"117629","조선시대 소설사 연구","김대현","국학자료원",NA,NA,"276",NA,"148*210*20mm","1996년 10월 31일","어문학계열","어문학계열","국문학",10000,10000,"KRW","OutOfStock","Used",0,10,0,NA
"117630125","디지털 시대 대학 글쓰기","아주대학교 의사소통센터 저","역락",NA,"9791167425249","320",NA,"188*257*30mm","2023년 02월 27일","어문학계열","어문학계열","국문학",15000,15000,"KRW","OutOfStock","Used",10,10,0,NA
"117630142","창의적 글쓰기","나은영,김현숙,곽윤경 공저","역락",NA,"9791167424402","152",NA,"176*248*20mm","2023년 03월 02일","어문학계열","어문학계열","국문학",10000,10000,"KRW","OutOfStock","Used",0,10,0,NA
"117635","한국 고소설사의 시각(韓國 古小雪史의 視角)","간행위원회 편","국학자료원",NA,NA,"994",NA,"165*232*40mm","1996년 10월 31일","어문학계열","어문학계열","국문학",90000,90000,"KRW","OutOfStock","Used",0,10,0,NA
"117638","고시조 산책","성낙은 편","국학자료원",NA,NA,"574",NA,NA,"1996년 11월 30일","어문학계열","어문학계열","국문학",20000,20000,"KRW","InStock","Used",0,10,0,NA
"117640","사림의 향촌생활과 시가문학","최재남","898206091X",NA,NA,"408",NA,"148*210*30mm","1997년 02월 28일","어문학계열","어문학계열","국문학",15000,14250,"KRW","OutOfStock","Used",0,10,0,NA
"117645","민요시학연구","좌혜경","국학자료원",NA,NA,"394",NA,"148*210*30mm","1996년 11월 30일","어문학계열","어문학계열","국문학",15000,14250,"KRW","OutOfStock","Used",0,10,0,NA
"117651782","현대소설교육론","김성진,정래필,김근호,정진석,이인화,우신영,오윤주,홍인영 공저","사회평론아카데미",NA,"9791167070937","452",NA,"180*248*22mm","2023년 02월 27일","어문학계열","어문학계열","국문학",28000,28000,"KRW","OutOfStock","Used",10,10,0,NA
"117652986","올레샤 (큰글자도서)","꾸쁘린 저/김세일,이성민 공역","한국학술정보",NA,"9791169831437","223",NA,"200*286*20mm","2023년 02월 28일","어문학계열","어문학계열","국문학",32000,32000,"KRW","OutOfStock","Used",0,10,0,NA
"117658","한국 한림시 평석","김창규 저","898206043X",NA,NA,"030",NA,"148*210*60mm","2025년 11월 03일","어문학계열","어문학계열","국문학",40000,38000,"KRW","OutOfStock","Used",0,10,0,NA
"117664","한국 판소리 사설 형성연구","박관수","국학자료원",NA,NA,"340",NA,NA,"1996년 11월 30일","어문학계열","어문학계열","국문학",12000,12000,"KRW","InStock","Used",0,10,0,NA
"117669","한국 서사문학의 연구","이지영","국학자료원",NA,NA,"392",NA,"148*210*30mm","1997년 07월 31일","어문학계열","어문학계열","국문학",15000,14250,"KRW","OutOfStock","Used",0,10,0,NA
"117678","한국고전시가론","송재주 등저","국학자료원",NA,NA,"406",NA,"148*210*30mm","1997년 08월 31일","어문학계열","어문학계열","국문학",15000,14250,"KRW","OutOfStock","Used",0,10,0,NA
"117704","시조문학산고","이동철","국학자료원",NA,NA,"456",NA,"148*210*30mm","1997년 03월 31일","어문학계열","어문학계열","국문학",30000,28500,"KRW","OutOfStock","Used",0,10,0,NA
"117711","한국 육담의 세계관","김선풍","국학자료원",NA,NA,"368",NA,"148*210*30mm","1997년 10월 31일","어문학계열","어문학계열","국문학",10000,9500,"KRW","OutOfStock","Used",0,10,0,NA
"117714","가곡원류에 관한 연구","황충기","국학자료원",NA,NA,"550",NA,"148*210*35mm","1997년 10월 31일","어문학계열","어문학계열","국문학",22000,22000,"KRW","OutOfStock","Used",0,10,0,NA
"117717","해동가요에 관한 연구","황충기","국학자료원",NA,NA,"538",NA,"148*210*35mm","1996년 11월 30일","어문학계열","어문학계열","국문학",18000,17100,"KRW","OutOfStock","Used",0,10,0,NA
"117720","조선시대 가정소설론","김귀석","국학자료원",NA,NA,"202",NA,"148*210*20mm","1997년 11월 30일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",0,10,0,NA
"117721569","세상에 울림을 주는 논리적인 발표 기법","김호준,우은영,김정호 공저","박영사",NA,"9791130316635","384",NA,"176*248*16mm","2023년 02월 24일","어문학계열","어문학계열","국문학",24000,24000,"KRW","OutOfStock","Used",0,10,0,NA
"117722313","한국어 의미론","박철우 등저","116707100X",NA,"9791167071002","452",NA,"180*248*30mm","2023년 02월 28일","어문학계열","어문학계열","국문학",25000,25000,"KRW","OutOfStock","Used",0,10,0,NA
"117725","한국 가사와 사상 연구","김주곤","국학자료원",NA,NA,"480",NA,"148*210*30mm","1998년 01월 31일","어문학계열","어문학계열","국문학",23000,21850,"KRW","OutOfStock","Used",0,10,0,NA
"117725439","한국 근대 괴담 자료집","배정상,손성혁,최석열 공편","소명출판",NA,"9791159057397","429",NA,"153*223*21mm","2023년 02월 20일","어문학계열","어문학계열","국문학",37000,35150,"KRW","OutOfStock","Used",0,10,0,NA
"117726826","20세기 제주말 큰사전","송상조 편저","한국문화사",NA,"9791169190701","220",NA,"174*245*60mm","2023년 02월 23일","어문학계열","어문학계열","국문학",1e+05,1e+05,"KRW","OutOfStock","Used",0,10,0,NA
"117730","한국야담의 문학성연구","이경우","898206186X",NA,NA,"278",NA,"148*210*20mm","1997년 12월 31일","어문학계열","어문학계열","국문학",12000,12000,"KRW","OutOfStock","Used",0,10,0,NA
"117746","한국도교문학사","최창록","국학자료원",NA,NA,"552",NA,"148*210*35mm","1997년 10월 31일","어문학계열","어문학계열","국문학",20000,19000,"KRW","InStock","Used",0,10,0,NA
"117761438","몸의 인지 서사학","노대원 저","박이정출판사",NA,"9791158488567","358",NA,"162*231*25mm","2023년 02월 24일","어문학계열","어문학계열","국문학",28000,28000,"KRW","OutOfStock","Used",0,10,0,NA
"117793","한국한문소설작품연구","양언석","국학자료원",NA,NA,"352",NA,"148*210*30mm","1997년 12월 31일","어문학계열","어문학계열","국문학",15000,15000,"KRW","OutOfStock","Used",0,10,0,NA
"117813879","한국어 구문 유형론","연재훈 저","태학사",NA,"9791168101395","340",NA,"153*225*30mm","2023년 02월 24일","어문학계열","어문학계열","국문학",24000,22800,"KRW","OutOfStock","Used",0,10,0,NA
"117814","동아시아문학의 연구","정규복 외",NA,NA,NA,"616",NA,NA,"1997년 11월 30일","어문학계열","어문학계열","국문학",25000,25000,"KRW","InStock","Used",0,10,0,NA
"117819","한국서사문학사론","김승호","국학자료원",NA,NA,"458",NA,"148*210*30mm","1997년 11월 30일","어문학계열","어문학계열","국문학",18000,17100,"KRW","OutOfStock","Used",0,10,0,NA
"117828626","모던 경성과 전후 서울","한국문학연구원 저","모던앤북스",NA,"9791191384413","388",NA,"152*225*30mm","2023년 03월 07일","어문학계열","어문학계열","국문학",30000,27000,"KRW","OutOfStock","Used",0,10,0,NA
"117833","한국가사연구","김주곤","국학자료원",NA,NA,"392",NA,"148*210*30mm","1998년 02월 28일","어문학계열","어문학계열","국문학",20000,19000,"KRW","OutOfStock","Used",0,10,0,NA
"117839","한국 한시의 이해","김은수","국학자료원",NA,NA,"330",NA,NA,"1998년 03월 31일","어문학계열","어문학계열","국문학",12000,12000,"KRW","InStock","Used",0,10,0,NA
"117850","한국문학과 도교사상","박삼서","국학자료원",NA,NA,"604",NA,NA,"1998년 02월 28일","어문학계열","어문학계열","국문학",30000,28500,"KRW","InStock","Used",0,10,0,NA
"117872156","사고와 표현","김미영,김성연,김지연,김현정,이혜진,최자운,한영현 공저","태학사",NA,"9791168101371","176",NA,"188*257*20mm","2023년 02월 28일","어문학계열","어문학계열","국문학",15000,15000,"KRW","OutOfStock","Used",0,10,0,NA
"117927","한국 고전시가의 재조명","이영태","국학자료원",NA,NA,"266",NA,"148*210*20mm","1998년 08월 31일","어문학계열","어문학계열","국문학",13000,13000,"KRW","OutOfStock","Used",0,10,0,NA
"11792939","국어 어문 규범의 이해","나찬연 저","월인",NA,NA,"538",NA,"188*258*35mm","2013년 12월 31일","어문학계열","어문학계열","국문학",24000,22800,"KRW","InStock","Used",0,10,0,NA
"11792940","벼리 현대 국어 문법","나찬연 저","월인",NA,NA,"294",NA,"188*258*20mm","2013년 12월 31일","어문학계열","어문학계열","국문학",13000,12350,"KRW","OutOfStock","Used",0,10,0,NA
"11792941","표준 발음법의 이해","나찬연 저","월인",NA,NA,"238",NA,"188*258mm","2013년 12월 31일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",0,10,0,NA
"117945066","공학인을 위한 문서작성과 발표","정호연,유규선,이상곤,이석한,문성철,장미영 공저","894259462X",NA,NA,"298",NA,"188*257*20mm","2023년 03월 10일","어문학계열","어문학계열","국문학",18000,18000,"KRW","OutOfStock","Used",0,10,0,NA
"117968","동양고전의 세계","이종건","국학자료원",NA,NA,"340",NA,"148*210*30mm","1999년 05월 31일","어문학계열","어문학계열","국문학",16000,16000,"KRW","OutOfStock","Used",0,10,0,NA
"117981","한국 강릉지역의 설화","두창구","국학자료원",NA,NA,"402",NA,"148*210*30mm","2000년 03월 31일","어문학계열","어문학계열","국문학",13000,13000,"KRW","OutOfStock","Used",0,10,0,NA
"117987","숨금전연구","김광순","국학자료원",NA,NA,"272",NA,"148*210*20mm","1999년 12월 31일","어문학계열","어문학계열","국문학",13000,12350,"KRW","OutOfStock","Used",0,10,0,NA
"117992","안자산의 국문학 연구","김창규 편저","국학자료원",NA,NA,"572",NA,"148*210*35mm","2000년 01월 31일","어문학계열","어문학계열","국문학",25000,23750,"KRW","OutOfStock","Used",0,10,0,NA
"117998","한국 시가와 충효사상","김주곤","국학자료원",NA,NA,"280",NA,"148*210*20mm","2000년 02월 29일","어문학계열","어문학계열","국문학",13000,12350,"KRW","OutOfStock","Used",0,10,0,NA
"118005029","한글 맞춤법 표준어 규정 해설","국립국어원 저","진한엠앤비",NA,"9791129046062","264",NA,"188*257*20mm","2023년 03월 18일","어문학계열","어문학계열","국문학",25000,23750,"KRW","OutOfStock","Used",10,10,0,NA
"118040","새로 고친 고려가요의 어석 연구","박병채","국학자료원",NA,NA,"430",NA,NA,"1994년 03월 31일","어문학계열","어문학계열","국문학",9000,9000,"KRW","InStock","Used",0,10,0,NA
"118050","우리말 내용 연구","우리말내용연구회",NA,NA,NA,"302",NA,"153*223*30mm","1994년 02월 28일","어문학계열","어문학계열","국문학",7000,6650,"KRW","OutOfStock","Used",0,10,0,NA
"118054","우리말 내용 연구","우리말내용연구회",NA,NA,NA,"462",NA,"154*219*30mm","1995년 02월 28일","어문학계열","어문학계열","국문학",10000,9500,"KRW","OutOfStock","Used",0,10,0,NA
"118057","한국어내용론3","우리말내용연구회",NA,NA,NA,"218",NA,NA,"1995년 09월 30일","어문학계열","어문학계열","국문학",7000,6650,"KRW","OutOfStock","Used",0,10,0,NA
"118059","한국어내용론4","우리말내용연구회","국학자료원",NA,NA,"420",NA,"148*210*30mm","2025년 11월 03일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",0,10,0,NA
"118069702","국어 음절의 역사","신승용 저 ","태학사",NA,"9791168101388","168",NA,"153*225*20mm","2023년 03월 15일","어문학계열","어문학계열","국문학",18000,17100,"KRW","OutOfStock","Used",0,10,0,NA
"118069725","국어 파생법의 역사","구본관 저","태학사",NA,"9791168101258","352",NA,"153*225*30mm","2023년 02월 28일","어문학계열","어문학계열","국문학",25000,23750,"KRW","OutOfStock","Used",0,10,0,NA
"118165686","한국어 문법 총론 1","구본관,박재연,이선웅,이진호,황선엽 공저","집문당",NA,NA,"432",NA,"176*248*30mm","2023년 03월 20일","어문학계열","어문학계열","국문학",30000,30000,"KRW","InStock","Used",10,10,0,NA
"118165758","한국어 문법 교육론","강현화 저","119195725X",NA,"9791191957259","310",NA,"170*225*30mm","2025년 09월 25일","어문학계열","어문학계열","국문학",22000,20900,"KRW","OutOfStock","Used",10,10,0,NA
"118177","시의 언어학적 분석","노대규","898206415X",NA,NA,"332",NA,NA,"1999년 09월 30일","어문학계열","어문학계열","국문학",15000,14250,"KRW","InStock","Used",0,10,0,NA
"118184","우리 어문학의 이해","우리어문학회","국학자료원",NA,NA,"326",NA,"148*210*30mm","1999년 02월 28일","어문학계열","어문학계열","국문학",12000,11400,"KRW","OutOfStock","Used",0,10,0,NA
"118188","한국어와 세계관","한국어내용학회","국학자료원",NA,NA,"308",NA,"153*224*30mm","1999년 10월 31일","어문학계열","어문학계열","국문학",12000,12000,"KRW","OutOfStock","Used",0,10,0,NA
"118193","한국어의 음운규칙연구","엄태수","국학자료원",NA,NA,"602",NA,NA,"1999년 10월 31일","어문학계열","어문학계열","국문학",27000,27000,"KRW","InStock","Used",0,10,0,NA
